name,lightyears from earth,planet mass,stellar magnitude,discovery date
Kepler-549 b,2072,11 Earths,14.805,2016
Kepler-549 c,2072,8.91 Earths,14.805,2016
Kepler-54 b,886,21.5 Earths,16.282,2012
Kepler-54 c,886,19.8 Earths,16.282,2012
Kepler-54 d,886,2.96 Earths,16.282,2014
Kepler-550 b,1735,17.9 Earths,14.626,2016
Kepler-551 b,1015,7.9 Earths,15.278,2016
Kepler-552 b,2752,14.8 Earths,14.476,2016
Kepler-553 b,2376,19.4 Earths,15.034,2016
Kepler-553 c,2376,Unknown,15.034,2016
Kepler-554 b,2252,17 Earths,14.49,2016
Kepler-555 b,3174,8.4 Earths,14.448,2016
